Mode of Travel,Origin Zone ID,Origin Zone Name,Origin Zone Is Pass-Through,Origin Zone Direction (degrees),Origin Zone is Bi-Direction,Origin Zone Source,Destination Zone ID,Destination Zone Name,Destination Zone Is Pass-Through,Destination Zone Direction (degrees),Destination Zone is Bi-Direction,Destination Zone Source,Day Type,Day Part,Average Daily O-D Traffic (StL Index),Average Daily Origin Zone Traffic (StL Index),Average Daily Destination Zone Traffic (StL Index),Avg Travel Time (sec)
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,0: All Days (M-Su),12:  HR11 (11am-12noon),2,N/A,103,2196
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,0: All Days (M-Su),15:  HR14 (2pm-3pm),4,N/A,79,1331
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,0: All Days (M-Su),16:  HR15 (3pm-4pm),2,N/A,128,N/A
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,0: All Days (M-Su),18:  HR17 (5pm-6pm),2,N/A,33,1270
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,2:  Tu (Tu-Tu),00: All Day (12am-12am),31,N/A,801,1270
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,2:  Tu (Tu-Tu),16:  HR15 (3pm-4pm),16,N/A,178,N/A
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,2:  Tu (Tu-Tu),18:  HR17 (5pm-6pm),15,N/A,15,1270
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,3:  Weekday_TuWeTh (Tu-Th),00: All Day (12am-12am),15,N/A,817,1617
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,3:  Weekday_TuWeTh (Tu-Th),09:  HR08 (8am-9am),5,N/A,59,1964
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,3:  Weekday_TuWeTh (Tu-Th),16:  HR15 (3pm-4pm),5,N/A,132,N/A
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,3:  Weekday_TuWeTh (Tu-Th),18:  HR17 (5pm-6pm),5,N/A,12,1270
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,4:  We (W-W),00: All Day (12am-12am),15,N/A,876,1964
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,4:  We (W-W),09:  HR08 (8am-9am),15,N/A,80,1964
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,6:  Fr (F-F),00: All Day (12am-12am),27,N/A,1313,1331
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,6:  Fr (F-F),15:  HR14 (2pm-3pm),27,N/A,131,1331
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,8:  Weekend_SaSu (Sa-Su),00: All Day (12am-12am),7,N/A,948,2196
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,8:  Weekend_SaSu (Sa-Su),12:  HR11 (11am-12noon),7,N/A,150,2196
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,9:  Su (Su-Su),00: All Day (12am-12am),16,N/A,837,2196
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,9:  Su (Su-Su),12:  HR11 (11am-12noon),16,N/A,179,2196
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,0: All Days (M-Su),00: All Day (12am-12am),10,N/A,433,2934
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,0: All Days (M-Su),08:  HR07 (7am-8am),1,N/A,31,848
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,0: All Days (M-Su),11:  HR10 (10am-11am),2,N/A,77,1505
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,0: All Days (M-Su),12:  HR11 (11am-12noon),1,N/A,29,1550
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,0: All Days (M-Su),13:  HR12 (12noon-1pm),1,N/A,18,2628
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,0: All Days (M-Su),14:  HR13 (1pm-2pm),1,N/A,25,9558
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,0: All Days (M-Su),17:  HR16 (4pm-5pm),2,N/A,9,1518
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,1:  Mo (M-M),00: All Day (12am-12am),17,N/A,445,1518
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,1:  Mo (M-M),17:  HR16 (4pm-5pm),17,N/A,17,1518
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,3:  Weekday_TuWeTh (Tu-Th),00: All Day (12am-12am),7,N/A,305,5554
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,3:  Weekday_TuWeTh (Tu-Th),12:  HR11 (11am-12noon),4,N/A,25,1550
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,3:  Weekday_TuWeTh (Tu-Th),14:  HR13 (1pm-2pm),3,N/A,20,9558
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,4:  We (W-W),00: All Day (12am-12am),21,N/A,464,5554
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,4:  We (W-W),12:  HR11 (11am-12noon),11,N/A,61,1550
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,4:  We (W-W),14:  HR13 (1pm-2pm),10,N/A,25,9558
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,7:  Sa (Sa-Sa),00: All Day (12am-12am),10,N/A,531,1505
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,7:  Sa (Sa-Sa),11:  HR10 (10am-11am),10,N/A,81,1505
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,8:  Weekend_SaSu (Sa-Su),00: All Day (12am-12am),15,N/A,504,1660
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,8:  Weekend_SaSu (Sa-Su),08:  HR07 (7am-8am),5,N/A,31,848
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,8:  Weekend_SaSu (Sa-Su),11:  HR10 (10am-11am),6,N/A,70,1505
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,8:  Weekend_SaSu (Sa-Su),13:  HR12 (12noon-1pm),5,N/A,37,2628
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,9:  Su (Su-Su),00: All Day (12am-12am),20,N/A,470,1738
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,9:  Su (Su-Su),08:  HR07 (7am-8am),10,N/A,40,848
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,9:  Su (Su-Su),13:  HR12 (12noon-1pm),10,N/A,38,2628
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,31,Jordanelle_Park1,no,N/A,no,Input,0: All Days (M-Su),00: All Day (12am-12am),2,N/A,211,742
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,31,Jordanelle_Park1,no,N/A,no,Input,0: All Days (M-Su),11:  HR10 (10am-11am),2,N/A,14,742
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,31,Jordanelle_Park1,no,N/A,no,Input,1:  Mo (M-M),00: All Day (12am-12am),15,N/A,237,742
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,31,Jordanelle_Park1,no,N/A,no,Input,1:  Mo (M-M),11:  HR10 (10am-11am),15,N/A,26,742
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,41,Wasatch_Park2,no,N/A,no,Input,0: All Days (M-Su),00: All Day (12am-12am),4,N/A,76,2848
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,41,Wasatch_Park2,no,N/A,no,Input,0: All Days (M-Su),16:  HR15 (3pm-4pm),4,N/A,4,2848
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,41,Wasatch_Park2,no,N/A,no,Input,6:  Fr (F-F),00: All Day (12am-12am),24,N/A,114,2848
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,41,Wasatch_Park2,no,N/A,no,Input,6:  Fr (F-F),16:  HR15 (3pm-4pm),24,N/A,24,2848
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,45,SoldierH_1,no,N/A,no,Input,0: All Days (M-Su),00: All Day (12am-12am),4,N/A,193,2151
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,45,SoldierH_1,no,N/A,no,Input,0: All Days (M-Su),08:  HR07 (7am-8am),2,N/A,7,2127
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,45,SoldierH_1,no,N/A,no,Input,0: All Days (M-Su),17:  HR16 (4pm-5pm),2,N/A,17,2175
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,45,SoldierH_1,no,N/A,no,Input,6:  Fr (F-F),00: All Day (12am-12am),10,N/A,247,2127
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,45,SoldierH_1,no,N/A,no,Input,6:  Fr (F-F),08:  HR07 (7am-8am),10,N/A,19,2127
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,45,SoldierH_1,no,N/A,no,Input,7:  Sa (Sa-Sa),00: All Day (12am-12am),12,N/A,338,2175
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,45,SoldierH_1,no,N/A,no,Input,7:  Sa (Sa-Sa),17:  HR16 (4pm-5pm),12,N/A,46,2175
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,45,SoldierH_1,no,N/A,no,Input,8:  Weekend_SaSu (Sa-Su),00: All Day (12am-12am),7,N/A,272,2175
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643061',no,N/A,no,Census Block Group,45,SoldierH_1,no,N/A,no,Input,8:  Weekend_SaSu (Sa-Su),17:  HR16 (4pm-5pm),7,N/A,26,2175
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,0: All Days (M-Su),00: All Day (12am-12am),32,N/A,1704,1320
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,0: All Days (M-Su),09:  HR08 (8am-9am),4,N/A,186,1046
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,0: All Days (M-Su),11:  HR10 (10am-11am),8,N/A,230,1168
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,0: All Days (M-Su),12:  HR11 (11am-12noon),3,N/A,213,2403
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,0: All Days (M-Su),13:  HR12 (12noon-1pm),2,N/A,176,1062
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,0: All Days (M-Su),14:  HR13 (1pm-2pm),11,N/A,130,1325
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,0: All Days (M-Su),16:  HR15 (3pm-4pm),4,N/A,97,926
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,6:  Fr (F-F),00: All Day (12am-12am),11,N/A,2347,720
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,6:  Fr (F-F),16:  HR15 (3pm-4pm),11,N/A,115,720
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,7:  Sa (Sa-Sa),00: All Day (12am-12am),82,N/A,1918,1449
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,7:  Sa (Sa-Sa),09:  HR08 (8am-9am),11,N/A,253,714
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,7:  Sa (Sa-Sa),11:  HR10 (10am-11am),39,N/A,187,1078
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,7:  Sa (Sa-Sa),12:  HR11 (11am-12noon),16,N/A,312,2403
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,7:  Sa (Sa-Sa),14:  HR13 (1pm-2pm),16,N/A,229,1386
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,8:  Weekend_SaSu (Sa-Su),00: All Day (12am-12am),99,N/A,2132,1357
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,8:  Weekend_SaSu (Sa-Su),09:  HR08 (8am-9am),13,N/A,266,1046
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,8:  Weekend_SaSu (Sa-Su),11:  HR10 (10am-11am),27,N/A,253,1168
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,8:  Weekend_SaSu (Sa-Su),12:  HR11 (11am-12noon),9,N/A,284,2403
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,8:  Weekend_SaSu (Sa-Su),13:  HR12 (12noon-1pm),8,N/A,276,1062
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,8:  Weekend_SaSu (Sa-Su),14:  HR13 (1pm-2pm),36,N/A,218,1325
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,8:  Weekend_SaSu (Sa-Su),16:  HR15 (3pm-4pm),7,N/A,103,1132
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,9:  Su (Su-Su),00: All Day (12am-12am),120,N/A,2398,1286
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,9:  Su (Su-Su),09:  HR08 (8am-9am),15,N/A,283,1379
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,9:  Su (Su-Su),11:  HR10 (10am-11am),12,N/A,335,1437
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,9:  Su (Su-Su),13:  HR12 (12noon-1pm),19,N/A,409,1062
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,9:  Su (Su-Su),14:  HR13 (1pm-2pm),60,N/A,204,1313
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,1,PCMR_Base,no,N/A,no,Input,9:  Su (Su-Su),16:  HR15 (3pm-4pm),15,N/A,114,1132
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,18,Canyons_Park3,no,N/A,no,Input,0: All Days (M-Su),00: All Day (12am-12am),6,N/A,338,1029
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,18,Canyons_Park3,no,N/A,no,Input,0: All Days (M-Su),11:  HR10 (10am-11am),2,N/A,65,1118
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,18,Canyons_Park3,no,N/A,no,Input,0: All Days (M-Su),12:  HR11 (11am-12noon),4,N/A,38,984
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,18,Canyons_Park3,no,N/A,no,Input,1:  Mo (M-M),00: All Day (12am-12am),15,N/A,408,1118
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,18,Canyons_Park3,no,N/A,no,Input,1:  Mo (M-M),11:  HR10 (10am-11am),15,N/A,138,1118
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,18,Canyons_Park3,no,N/A,no,Input,8:  Weekend_SaSu (Sa-Su),00: All Day (12am-12am),13,N/A,348,984
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,18,Canyons_Park3,no,N/A,no,Input,8:  Weekend_SaSu (Sa-Su),12:  HR11 (11am-12noon),13,N/A,49,984
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,18,Canyons_Park3,no,N/A,no,Input,9:  Su (Su-Su),00: All Day (12am-12am),28,N/A,369,984
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,18,Canyons_Park3,no,N/A,no,Input,9:  Su (Su-Su),12:  HR11 (11am-12noon),28,N/A,67,984
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,0: All Days (M-Su),00: All Day (12am-12am),11,N/A,913,1862
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,0: All Days (M-Su),13:  HR12 (12noon-1pm),3,N/A,128,2522
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,0: All Days (M-Su),16:  HR15 (3pm-4pm),4,N/A,128,1300
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,0: All Days (M-Su),17:  HR16 (4pm-5pm),2,N/A,88,2036
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,0: All Days (M-Su),20:  HR19 (7pm-8pm),2,N/A,16,1489
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,2:  Tu (Tu-Tu),00: All Day (12am-12am),28,N/A,801,1762
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,2:  Tu (Tu-Tu),17:  HR16 (4pm-5pm),15,N/A,130,2036
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,2:  Tu (Tu-Tu),20:  HR19 (7pm-8pm),13,N/A,13,1489
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,3:  Weekday_TuWeTh (Tu-Th),00: All Day (12am-12am),19,N/A,817,1848
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,3:  Weekday_TuWeTh (Tu-Th),13:  HR12 (12noon-1pm),5,N/A,117,2518
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,3:  Weekday_TuWeTh (Tu-Th),16:  HR15 (3pm-4pm),5,N/A,132,1347
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,3:  Weekday_TuWeTh (Tu-Th),17:  HR16 (4pm-5pm),5,N/A,127,2036
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,3:  Weekday_TuWeTh (Tu-Th),20:  HR19 (7pm-8pm),4,N/A,4,1489
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,4:  We (W-W),00: All Day (12am-12am),31,N/A,876,1932
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,4:  We (W-W),13:  HR12 (12noon-1pm),15,N/A,152,2518
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,4:  We (W-W),16:  HR15 (3pm-4pm),15,N/A,117,1347
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,6:  Fr (F-F),00: All Day (12am-12am),19,N/A,1313,1890
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,6:  Fr (F-F),13:  HR12 (12noon-1pm),7,N/A,82,2527
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,21,UOP_Park1,no,N/A,no,Input,6:  Fr (F-F),16:  HR15 (3pm-4pm),11,N/A,154,1252
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,0: All Days (M-Su),00: All Day (12am-12am),8,N/A,433,1071
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,0: All Days (M-Su),08:  HR07 (7am-8am),2,N/A,31,972
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,0: All Days (M-Su),11:  HR10 (10am-11am),2,N/A,77,1149
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,0: All Days (M-Su),13:  HR12 (12noon-1pm),3,N/A,18,1131
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,2:  Tu (Tu-Tu),00: All Day (12am-12am),7,N/A,247,1091
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,2:  Tu (Tu-Tu),13:  HR12 (12noon-1pm),7,N/A,7,1091
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,3:  Weekday_TuWeTh (Tu-Th),00: All Day (12am-12am),2,N/A,305,1091
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,3:  Weekday_TuWeTh (Tu-Th),13:  HR12 (12noon-1pm),2,N/A,9,1091
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,6:  Fr (F-F),00: All Day (12am-12am),13,N/A,603,1149
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,6:  Fr (F-F),11:  HR10 (10am-11am),13,N/A,196,1149
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,7:  Sa (Sa-Sa),00: All Day (12am-12am),26,N/A,531,1038
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,7:  Sa (Sa-Sa),08:  HR07 (7am-8am),11,N/A,25,972
All Vehicles LBS Plus - StL All Vehicles Index,"",'490439643062',no,N/A,no,Census Block Group,30,DV_Park1,no,N/A,no,Input,7:  Sa (Sa-Sa),13:  HR12 (12noon-1pm),15,N/A,37,1171
